order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential_x,payment_type_x,payment_installments_x,payment_value_x,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,review_id,order_id_y,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,payment_sequential_y,payment_type_y,payment_installments_y,payment_value_y,order_month
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,2017-01-23 18:29:09,2017-01-25 02:50:47,2017-01-26 14:16:31,2017-02-02 14:08:10,2017-03-06 00:00:00,39382392765b6dc74812866ee5ee92a7,99655,faxinalzinho,RS,1.0,boleto,1.0,35.95,1.0,ac1789e492dcd698c5c10b97a671243a,63b9ae557efed31d1f7687917d248a8d,2017-01-27 18:29:09,19.9,16.05,13720.0,sao jose do rio pardo,SP,moveis_decoracao,41.0,432.0,2.0,300.0,35.0,35.0,15.0,furniture_decor,,,,,,,,,,,,2017-01
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-07-29 12:05:32,2017-08-10 19:45:24,2017-08-16 17:14:30,2017-08-23 00:00:00,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,2.0,voucher,1.0,161.42,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,2017-08-11 12:05:32,149.99,19.77,8577.0,itaquaquecetuba,SP,moveis_escritorio,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,office_furniture,,,,,,,,,,,,2017-07
e69bfb5eb88e0ed6a785585b27e16dbf,31ad1d1b63eb9962463f764d4e6e0c9d,delivered,2017-07-29 11:55:02,2017-07-29 12:05:32,2017-08-10 19:45:24,2017-08-16 17:14:30,2017-08-23 00:00:00,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP,1.0,credit_card,1.0,8.34,1.0,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,2017-08-11 12:05:32,149.99,19.77,8577.0,itaquaquecetuba,SP,moveis_escritorio,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,office_furniture,,,,,,,,,,,,2017-07
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07 00:00:00,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,1.0,credit_card,1.0,259.06,1.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-05-22 19:50:18,99.0,30.53,29156.0,cariacica,ES,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0,garden_tools,,,,,,,,,,,,2017-05
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07 00:00:00,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,1.0,credit_card,1.0,259.06,2.0,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,2017-05-22 19:50:18,99.0,30.53,29156.0,cariacica,ES,ferramentas_jardim,36.0,450.0,1.0,9000.0,42.0,12.0,39.0,garden_tools,,,,,,,,,,,,2017-05
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08 00:00:00,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,1.0,credit_card,1.0,114.13,1.0,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,2017-07-19 20:10:08,98.0,16.13,90230.0,porto alegre,RS,informatica_acessorios,59.0,2574.0,1.0,325.0,21.0,21.0,21.0,computers_accessories,,,,,,,,,,,,2017-07
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18 00:00:00,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,1.0,boleto,1.0,50.13,1.0,72a97c271b2e429974398f46b93ae530,094ced053e257ae8cae57205592d6712,2018-06-18 03:13:12,31.9,18.23,14095.0,ribeirao preto,SP,perfumaria,59.0,685.0,1.0,450.0,16.0,17.0,16.0,perfumery,,,,,,,,,,,,2018-06
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08 00:00:00,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,1.0,credit_card,3.0,32.7,1.0,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,2018-07-27 17:55:14,19.9,12.8,14940.0,ibitinga,SP,cama_mesa_banho,52.0,155.0,1.0,200.0,16.0,10.0,16.0,bed_bath_table,,,,,,,,,,,,2018-07
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21 00:00:00,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP,1.0,credit_card,1.0,54.36,1.0,72d3bf1d3a790f8874096fcf860e3eff,0bae85eb84b9fb3bd773911e89288d54,2018-03-07 15:10:47,38.25,16.11,88301.0,itajai,SP,brinquedos,57.0,341.0,2.0,583.0,20.0,21.0,20.0,toys,,,,,,,,,,,,2018-03
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04 00:00:00,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,1.0,credit_card,10.0,146.45,1.0,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,2018-06-18 18:59:02,132.4,14.05,71931.0,brasilia,DF,perfumaria,39.0,991.0,3.0,150.0,20.0,20.0,20.0,perfumery,,,,,,,,,,,,2018-06
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06 00:00:00,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ,1.0,credit_card,10.0,1376.45,1.0,638bbb2a5e4f360b71f332ddfebfd672,c4af86330efa7a2620772227d2d670c9,2018-01-12 19:09:04,1299.0,77.45,8840.0,mogi das cruzes,SP,construcao_ferramentas_construcao,38.0,143.0,2.0,20850.0,100.0,25.0,50.0,construction_tools_construction,,,,,,,,,,,,2018-01
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29 00:00:00,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,1.0,credit_card,4.0,43.09,1.0,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,2018-01-02 23:50:22,27.99,15.1,4160.0,sao paulo,SP,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0,telephony,,,,,,,,,,,,2017-12
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11 00:00:00,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,1.0,credit_card,1.0,29.75,1.0,cce679660c66e6fbd5c8091dfd29e9cd,d2374cbcbb3ca4ab1086534108cc3ab7,2017-11-29 00:14:22,17.9,11.85,14940.0,ibitinga,SP,cama_mesa_banho,43.0,125.0,1.0,250.0,40.0,4.0,30.0,bed_bath_table,,,,,,,,,,,,2017-11
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23 00:00:00,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,2.0,voucher,1.0,62.15,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,12327.0,jacarei,SP,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,telephony,,,,,,,,,,,,2017-10
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23 00:00:00,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,3.0,voucher,1.0,24.86,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,12327.0,jacarei,SP,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,telephony,,,,,,,,,,,,2017-10
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23 00:00:00,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,credit_card,1.0,5.96,1.0,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,2017-11-01 16:07:35,76.0,16.97,12327.0,jacarei,SP,telefonia,59.0,973.0,1.0,325.0,19.0,8.0,22.0,telephony,,,,,,,,,,,,2017-10
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28 00:00:00,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,1.0,boleto,1.0,118.86,1.0,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,2017-09-25 04:04:09,109.9,8.96,4438.0,sao paulo,SP,beleza_saude,46.0,2345.0,6.0,525.0,21.0,16.0,13.0,health_beauty,,,,,,,,,,,,2017-09
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29 00:00:00,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,1.0,credit_card,4.0,88.9,1.0,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-03-23 09:09:31,79.99,8.91,9015.0,santo andre,SP,beleza_saude,59.0,492.0,3.0,250.0,22.0,10.0,18.0,health_beauty,,,,,,,,,,,,2018-03
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21 00:00:00,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,1.0,credit_card,1.0,17.28,1.0,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,2018-02-08 20:50:22,9.5,7.78,1212.0,sao paulo,SP,eletronicos,26.0,511.0,1.0,200.0,25.0,7.0,16.0,electronics,,,,,,,,,,,,2018-02
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21 00:00:00,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,1.0,credit_card,3.0,187.57,1.0,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2018-01-26 08:07:31,129.99,57.58,13257.0,itatiba,SP,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0,baby,,,,,,,,,,,,2018-01
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17 00:00:00,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,1.0,boleto,1.0,104.11,1.0,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,2018-08-14 03:24:51,89.9,14.21,14910.0,tabatinga,SP,papelaria,56.0,115.0,1.0,600.0,33.0,13.0,25.0,stationery,,,,,,,,,,,,2018-08
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12 00:00:00,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,1.0,boleto,1.0,125.43,1.0,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,2018-02-28 02:30:44,109.9,15.53,9220.0,santo andre,SP,cool_stuff,46.0,595.0,2.0,500.0,16.0,12.0,22.0,cool_stuff,,,,,,,,,,,,2018-02
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18 00:00:00,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,1.0,credit_card,10.0,227.68,1.0,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,2018-06-13 00:35:10,90.9,48.64,14910.0,tabatinga,SP,bebes,53.0,233.0,1.0,10950.0,41.0,40.0,40.0,baby,,,,,,,,,,,,2018-06
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18 00:00:00,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,1.0,credit_card,10.0,227.68,2.0,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,2018-06-13 00:35:10,39.5,48.64,14940.0,ibitinga,SP,bebes,52.0,300.0,1.0,350.0,31.0,10.0,12.0,baby,,,,,,,,,,,,2018-06
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28 00:00:00,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,1.0,credit_card,2.0,60.69,1.0,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,2018-03-16 02:30:56,47.9,12.79,13730.0,mococa,SP,perfumaria,27.0,406.0,4.0,200.0,18.0,7.0,12.0,perfumery,,,,,,,,,,,,2018-03
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23 00:00:00,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,1.0,credit_card,8.0,192.68,1.0,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018-05-09 12:55:01,178.99,13.69,14050.0,ribeirao preto,SP,relogios_presentes,59.0,1088.0,2.0,292.0,17.0,8.0,12.0,watches_gifts,,,,,,,,,,,,2018-05
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13 00:00:00,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,1.0,credit_card,3.0,63.34,1.0,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,2018-03-01 14:28:03,30.1,33.24,81350.0,curitiba,PR,ferramentas_jardim,56.0,1313.0,2.0,850.0,20.0,20.0,20.0,garden_tools,,,,,,,,,,,,2018-02
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23 00:00:00,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,1.0,boleto,1.0,313.19,1.0,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,2017-08-17 02:45:24,279.0,34.19,13450.0,santa barbara dÂ´oeste,SP,bebes,45.0,1009.0,1.0,16450.0,44.0,70.0,32.0,baby,,,,,,,,,,,,2017-08
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15 00:00:00,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,1.0,credit_card,4.0,224.9,1.0,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-22 22:10:26,186.9,38.0,11704.0,praia grande,SP,climatizacao,52.0,331.0,4.0,100.0,27.0,13.0,17.0,air_conditioning,,,,,,,,,,,,2018-04
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08 00:00:00,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,1.0,credit_card,1.0,63.1,1.0,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,2017-12-20 13:54:13,49.0,14.1,80310.0,curitiba,PR,moveis_decoracao,57.0,2435.0,2.0,3000.0,69.0,11.0,11.0,furniture_decor,,,,,,,,,,,,2017-12
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07 00:00:00,a2649503b92028291f011a976619b322,26572,mesquita,RJ,1.0,credit_card,1.0,100.25,1.0,39a9942865c056ed2006a5e8c11d9537,ba5daa4041e1f15cdf34b76e3e18a450,2018-02-08 12:50:30,84.9,15.35,4363.0,sao paulo,SP,brinquedos,47.0,556.0,5.0,800.0,37.0,14.0,37.0,toys,,,,,,,,,,,,2018-02
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06 00:00:00,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,1.0,credit_card,2.0,188.41,1.0,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,2018-08-02 23:45:15,179.0,9.41,13030.0,campinas,SP,perfumaria,32.0,102.0,1.0,425.0,24.0,12.0,16.0,perfumery,,,,,,,,,,,,2018-07
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20 00:00:00,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,1.0,credit_card,4.0,106.95,1.0,bff2010b28e8fbcff5a9db9d3fea5ac4,955fee9216a65b617aa5c0531780ce60,2018-02-22 15:15:34,78.0,28.95,4782.0,sao paulo,SP,ferramentas_jardim,58.0,769.0,6.0,850.0,90.0,20.0,20.0,garden_tools,,,,,,,,,,,,2018-02
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29 00:00:00,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,1.0,boleto,1.0,66.79,1.0,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,2018-03-01 02:10:52,39.9,26.89,4273.0,sao paulo,SP,eletronicos,57.0,1710.0,6.0,1207.0,20.0,10.0,20.0,electronics,,,,,,,,,,,,2018-02
